<DATE>;<VALUE>;<TYPE>
16.10.2018;116960;Минимум
16.10.2018;117090;Минимум
16.10.2018;117100;Минимум
16.10.2018;117170;Минимум
16.10.2018;117240;Минимум
16.10.2018;117250;Минимум
16.10.2018;117290;Минимум
16.10.2018;117250;Минимум
16.10.2018;117210;Минимум
16.10.2018;117200;Минимум
16.10.2018;117260;Минимум
16.10.2018;117260;Минимум
16.10.2018;117270;Минимум
16.10.2018;117310;Минимум
16.10.2018;117360;Минимум
16.10.2018;117360;Минимум
16.10.2018;117310;Минимум
16.10.2018;117310;Минимум
16.10.2018;117310;Минимум
16.10.2018;117280;Минимум
16.10.2018;117270;Минимум
16.10.2018;117260;Минимум
16.10.2018;117290;Минимум
16.10.2018;117270;Минимум
16.10.2018;117260;Минимум
16.10.2018;117300;Минимум
16.10.2018;117320;Минимум
16.10.2018;117320;Минимум
16.10.2018;117290;Минимум
16.11.2018;113750;Минимум
16.11.2018;113780;Минимум
16.11.2018;113780;Минимум
16.11.2018;113780;Минимум
16.11.2018;113630;Минимум
16.11.2018;113620;Минимум
16.11.2018;113680;Минимум
16.11.2018;113640;Минимум
16.11.2018;113690;Минимум
16.11.2018;113670;Минимум
16.11.2018;113420;Минимум
16.11.2018;113460;Минимум
16.11.2018;113310;Минимум
16.11.2018;113330;Минимум
16.11.2018;113390;Минимум
16.11.2018;113340;Минимум
16.11.2018;113350;Минимум
16.11.2018;113270;Минимум
16.11.2018;113380;Минимум
16.11.2018;113330;Минимум
16.11.2018;113380;Минимум
16.11.2018;113370;Минимум
16.11.2018;113420;Минимум
16.11.2018;113430;Минимум
16.11.2018;113440;Минимум
16.11.2018;113430;Минимум
16.11.2018;113430;Минимум
16.11.2018;113560;Минимум
16.11.2018;113490;Минимум
16.11.2018;113470;Минимум
16.11.2018;113420;Минимум
16.11.2018;113470;Минимум
16.11.2018;113510;Минимум
16.11.2018;113510;Минимум
16.11.2018;113490;Минимум
16.11.2018;113420;Минимум
16.11.2018;113460;Минимум
16.11.2018;113510;Минимум
16.11.2018;113550;Минимум
16.11.2018;113570;Минимум
16.11.2018;113550;Минимум
16.11.2018;113410;Минимум
16.11.2018;113420;Минимум
16.11.2018;113460;Минимум
16.11.2018;113460;Минимум
16.11.2018;113430;Минимум
16.11.2018;113440;Минимум
16.11.2018;113450;Минимум
16.11.2018;113360;Минимум
16.11.2018;113380;Минимум
16.11.2018;113450;Минимум
16.11.2018;113420;Минимум
16.11.2018;113440;Минимум
16.11.2018;113460;Минимум
16.11.2018;113450;Минимум
16.11.2018;113420;Минимум
16.11.2018;113470;Минимум
16.11.2018;113510;Минимум
16.11.2018;113490;Минимум
16.11.2018;113510;Минимум
16.11.2018;113530;Минимум
16.11.2018;113580;Минимум
16.11.2018;113660;Минимум
16.11.2018;113680;Минимум
16.11.2018;113660;Минимум
16.11.2018;113670;Минимум
16.11.2018;113650;Минимум
16.11.2018;113710;Минимум
16.11.2018;113880;Минимум
16.11.2018;113940;Минимум
16.11.2018;113950;Минимум
16.11.2018;113930;Минимум
16.11.2018;113900;Минимум
16.11.2018;113920;Минимум
16.11.2018;113930;Минимум
16.11.2018;114060;Минимум
16.11.2018;114140;Минимум
16.11.2018;114180;Минимум
16.11.2018;114070;Минимум
16.11.2018;113990;Минимум
16.11.2018;114080;Минимум
16.11.2018;114080;Минимум
16.11.2018;114170;Минимум
16.11.2018;114230;Минимум
16.11.2018;114150;Минимум
16.11.2018;114040;Минимум
16.11.2018;113920;Минимум
16.11.2018;113940;Минимум
16.11.2018;114020;Минимум
16.11.2018;114050;Минимум
16.11.2018;114060;Минимум
16.11.2018;114050;Минимум
16.11.2018;114050;Минимум
16.11.2018;114070;Минимум
16.11.2018;114150;Минимум
16.11.2018;114090;Минимум
16.11.2018;114120;Минимум
16.11.2018;114100;Минимум
16.11.2018;114000;Минимум
16.11.2018;113980;Минимум
16.11.2018;113980;Минимум
16.11.2018;113920;Минимум
16.11.2018;113920;Минимум
16.11.2018;113980;Минимум
16.11.2018;113990;Минимум
16.11.2018;114030;Минимум
16.11.2018;113990;Минимум
16.11.2018;113950;Минимум
16.11.2018;113990;Минимум
16.11.2018;113860;Минимум
16.11.2018;113860;Минимум
16.11.2018;113900;Минимум
16.11.2018;113920;Минимум
16.11.2018;113840;Минимум
16.11.2018;113900;Минимум
16.11.2018;113880;Минимум
16.11.2018;113850;Минимум
16.11.2018;113810;Минимум
16.11.2018;113840;Минимум
16.11.2018;113670;Минимум
16.11.2018;113500;Минимум
16.11.2018;113500;Минимум
16.11.2018;113600;Минимум
16.11.2018;113580;Минимум
16.11.2018;113520;Минимум
16.11.2018;113510;Минимум
16.11.2018;113510;Минимум
16.11.2018;113550;Минимум
16.11.2018;113560;Минимум
16.11.2018;113570;Минимум
16.11.2018;113570;Минимум
16.11.2018;113400;Минимум
16.11.2018;113450;Минимум
16.11.2018;113230;Минимум
16.11.2018;113260;Минимум
16.11.2018;113290;Минимум
16.11.2018;113400;Минимум
16.11.2018;113410;Минимум
16.11.2018;113460;Минимум
16.11.2018;113470;Минимум
16.11.2018;113430;Минимум
16.11.2018;113540;Минимум
16.11.2018;113510;Минимум
16.11.2018;113510;Минимум
16.11.2018;113490;Минимум
16.11.2018;113400;Минимум
16.11.2018;113400;Минимум
16.11.2018;113400;Минимум
16.11.2018;113360;Минимум
16.11.2018;113350;Минимум
16.11.2018;113350;Минимум
16.11.2018;113360;Минимум
16.11.2018;113360;Минимум
16.11.2018;113350;Минимум
16.11.2018;113330;Минимум
16.11.2018;113320;Минимум
16.11.2018;113340;Минимум
16.11.2018;113400;Минимум
16.11.2018;113400;Минимум
16.11.2018;113400;Минимум
16.11.2018;113330;Минимум
16.11.2018;113320;Минимум
16.11.2018;113340;Минимум
16.11.2018;113400;Минимум
16.11.2018;113390;Минимум
16.11.2018;113390;Минимум
16.11.2018;113420;Минимум
16.11.2018;113420;Минимум
16.11.2018;113450;Минимум
16.11.2018;113430;Минимум
16.11.2018;113350;Минимум
16.11.2018;113430;Минимум
16.11.2018;113390;Минимум
16.11.2018;113420;Минимум
16.11.2018;113490;Минимум
16.11.2018;113390;Минимум
16.11.2018;113410;Минимум
16.11.2018;113480;Минимум
16.11.2018;113440;Минимум
16.11.2018;113470;Минимум
16.11.2018;113480;Минимум
16.11.2018;113420;Минимум
16.11.2018;113350;Минимум
16.11.2018;113340;Минимум
16.11.2018;113350;Минимум
16.11.2018;113350;Минимум
16.11.2018;113390;Минимум
16.11.2018;113400;Минимум
16.11.2018;113290;Минимум
16.11.2018;113180;Минимум
16.11.2018;113220;Минимум
16.11.2018;113190;Минимум
16.11.2018;113180;Минимум
16.11.2018;113260;Минимум
16.11.2018;113370;Минимум
16.11.2018;113360;Минимум
16.11.2018;113410;Минимум
16.11.2018;113400;Минимум
16.11.2018;113390;Минимум
16.11.2018;113400;Минимум
16.11.2018;113410;Минимум
16.11.2018;113420;Минимум
16.11.2018;113460;Минимум
16.11.2018;113480;Минимум
16.11.2018;113510;Минимум
16.11.2018;113510;Минимум
16.11.2018;113460;Минимум
16.11.2018;113480;Минимум
16.11.2018;113480;Минимум
16.11.2018;113440;Минимум
16.11.2018;113450;Минимум
16.11.2018;113450;Минимум
16.11.2018;113460;Минимум
16.11.2018;113450;Минимум
16.11.2018;113390;Минимум
16.11.2018;113430;Минимум
16.11.2018;113400;Минимум
16.11.2018;113430;Минимум
16.11.2018;113450;Минимум
16.11.2018;113500;Минимум
16.11.2018;113660;Минимум
16.11.2018;113700;Минимум
16.11.2018;113760;Минимум
16.11.2018;113710;Минимум
16.11.2018;113730;Минимум
16.11.2018;113790;Минимум
16.11.2018;113770;Минимум
16.11.2018;113740;Минимум
16.11.2018;113720;Минимум
16.11.2018;113690;Минимум
16.11.2018;113600;Минимум
16.11.2018;113590;Минимум
16.11.2018;113600;Минимум
16.11.2018;113740;Минимум
16.11.2018;113830;Минимум
16.11.2018;113800;Минимум
16.11.2018;113810;Минимум
16.11.2018;113750;Минимум
16.11.2018;113780;Минимум
16.11.2018;113790;Минимум
16.11.2018;113610;Минимум
16.11.2018;113580;Минимум
16.11.2018;113570;Минимум
16.11.2018;113580;Минимум
16.11.2018;113610;Минимум
16.11.2018;113590;Минимум
16.11.2018;113570;Минимум
16.11.2018;113510;Минимум
16.11.2018;113520;Минимум
16.11.2018;113510;Минимум
16.11.2018;113510;Минимум
16.11.2018;113470;Минимум
16.11.2018;113470;Минимум
16.11.2018;113480;Минимум
16.11.2018;113420;Минимум
16.11.2018;113410;Минимум
16.11.2018;113430;Минимум
16.11.2018;113460;Минимум
16.11.2018;113450;Минимум
16.11.2018;113440;Минимум
16.11.2018;113490;Минимум
16.11.2018;113500;Минимум
16.11.2018;113470;Минимум
16.11.2018;113380;Минимум
16.11.2018;113360;Минимум
16.11.2018;113300;Минимум
16.11.2018;113270;Минимум
16.11.2018;113270;Минимум
16.11.2018;113280;Минимум
16.11.2018;113340;Минимум
16.11.2018;113340;Минимум
16.11.2018;113410;Минимум
16.11.2018;113410;Минимум
16.11.2018;113430;Минимум
16.11.2018;113400;Минимум
16.11.2018;113360;Минимум
16.11.2018;113340;Минимум
16.11.2018;113360;Минимум
16.11.2018;113410;Минимум
16.11.2018;113430;Минимум
16.11.2018;113400;Минимум
16.11.2018;113450;Минимум
16.11.2018;113460;Минимум
16.11.2018;113450;Минимум
16.11.2018;113420;Минимум
16.11.2018;113410;Минимум
16.11.2018;113410;Минимум
16.11.2018;113330;Минимум
16.11.2018;113380;Минимум
16.11.2018;113390;Минимум
16.11.2018;113310;Минимум
16.11.2018;113270;Минимум
16.11.2018;113280;Минимум
16.11.2018;113310;Минимум
16.11.2018;113280;Минимум
16.11.2018;113230;Минимум
16.11.2018;113230;Минимум
16.11.2018;113140;Минимум
16.11.2018;113200;Минимум
16.11.2018;113180;Минимум
16.11.2018;113010;Минимум
16.11.2018;113090;Минимум
16.11.2018;113100;Минимум
16.11.2018;113110;Минимум
16.11.2018;113210;Минимум
16.11.2018;113170;Минимум
16.11.2018;113190;Минимум
16.11.2018;113200;Минимум
16.11.2018;113200;Минимум
16.11.2018;113210;Минимум
16.11.2018;113020;Минимум
16.11.2018;112960;Минимум
16.11.2018;112990;Минимум
16.11.2018;112910;Минимум
16.11.2018;112870;Минимум
16.11.2018;112780;Минимум
16.11.2018;112800;Минимум
16.11.2018;112780;Минимум
16.11.2018;112790;Минимум
16.11.2018;112870;Минимум
16.11.2018;112880;Минимум
16.11.2018;112880;Минимум
16.11.2018;112870;Минимум
16.11.2018;112880;Минимум
16.11.2018;112870;Минимум
16.11.2018;112770;Минимум
16.11.2018;112780;Минимум
16.11.2018;112790;Минимум
16.11.2018;112730;Минимум
16.11.2018;112750;Минимум
16.11.2018;112800;Минимум
16.11.2018;112830;Минимум
16.11.2018;112810;Минимум
16.11.2018;112860;Минимум
16.11.2018;112850;Минимум
16.11.2018;112830;Минимум
16.11.2018;112870;Минимум
16.11.2018;112920;Минимум
16.11.2018;112900;Минимум
16.11.2018;112930;Минимум
16.11.2018;112930;Минимум
16.11.2018;112910;Минимум
16.11.2018;113020;Минимум
16.11.2018;113020;Минимум
16.11.2018;113120;Минимум
16.11.2018;113110;Минимум
16.11.2018;113130;Минимум
16.11.2018;113170;Минимум
16.11.2018;113160;Минимум
16.11.2018;113160;Минимум
16.11.2018;113110;Минимум
16.11.2018;113080;Минимум
16.11.2018;113070;Минимум
16.11.2018;113000;Минимум
16.11.2018;113020;Минимум
16.11.2018;113000;Минимум
16.11.2018;112960;Минимум
16.11.2018;112980;Минимум
16.11.2018;112960;Минимум
16.11.2018;112940;Минимум
16.11.2018;113010;Минимум
16.11.2018;112970;Минимум
16.11.2018;112970;Минимум
16.11.2018;112910;Минимум
16.11.2018;112860;Минимум
16.11.2018;112830;Минимум
16.11.2018;112800;Минимум
16.11.2018;112840;Минимум
16.11.2018;112950;Минимум
16.11.2018;112920;Минимум
16.11.2018;112910;Минимум
16.11.2018;112960;Минимум
16.11.2018;112940;Минимум
16.11.2018;112960;Минимум
16.11.2018;113020;Минимум
16.11.2018;113030;Минимум
16.11.2018;113070;Минимум
16.11.2018;113050;Минимум
16.11.2018;113050;Минимум
16.11.2018;113090;Минимум
16.11.2018;113010;Минимум
16.11.2018;112970;Минимум
16.11.2018;112960;Минимум
16.11.2018;112950;Минимум
16.11.2018;112960;Минимум
16.11.2018;112950;Минимум
16.11.2018;112980;Минимум
16.11.2018;112910;Минимум
16.11.2018;112880;Минимум
16.11.2018;112900;Минимум
16.11.2018;112880;Минимум
16.11.2018;112830;Минимум
16.11.2018;112770;Минимум
16.11.2018;112860;Минимум
