<DATE>;<VALUE>;<TYPE>
16.11.2018;112340;Закрытие
16.11.2018;112360;Закрытие
16.11.2018;112410;Закрытие
16.11.2018;112500;Закрытие
16.11.2018;112430;Закрытие
16.11.2018;112420;Закрытие
16.11.2018;112500;Закрытие
16.11.2018;112560;Закрытие
16.11.2018;112520;Закрытие
16.11.2018;112570;Закрытие
16.11.2018;112540;Закрытие
16.11.2018;112490;Закрытие
16.11.2018;112560;Закрытие
16.11.2018;112580;Закрытие
16.11.2018;112470;Закрытие
16.11.2018;112440;Закрытие
16.11.2018;112490;Закрытие
16.11.2018;112560;Закрытие
16.11.2018;112590;Закрытие
16.11.2018;112570;Закрытие
16.11.2018;112620;Закрытие
16.11.2018;112640;Закрытие
16.11.2018;112650;Закрытие
16.11.2018;112590;Закрытие
16.11.2018;112590;Закрытие
16.11.2018;112580;Закрытие
16.11.2018;112610;Закрытие
16.11.2018;112590;Закрытие
16.11.2018;112470;Закрытие
16.11.2018;112530;Закрытие
16.11.2018;112540;Закрытие
16.11.2018;112530;Закрытие
16.11.2018;112560;Закрытие
16.11.2018;112550;Закрытие
16.11.2018;112570;Закрытие
16.11.2018;112570;Закрытие
16.11.2018;112500;Закрытие
16.11.2018;112420;Закрытие
16.11.2018;112430;Закрытие
16.11.2018;112380;Закрытие
16.11.2018;112340;Закрытие
16.11.2018;112320;Закрытие
16.11.2018;112300;Закрытие
16.11.2018;112310;Закрытие
16.11.2018;112290;Закрытие
16.11.2018;112320;Закрытие
16.11.2018;112500;Закрытие
16.11.2018;112650;Закрытие
16.11.2018;112670;Закрытие
16.11.2018;112800;Закрытие
16.11.2018;112770;Закрытие
16.11.2018;112780;Закрытие
16.11.2018;112860;Закрытие
16.11.2018;112970;Закрытие
16.11.2018;113070;Закрытие
16.11.2018;113020;Закрытие
16.11.2018;112960;Закрытие
16.11.2018;113160;Закрытие
16.11.2018;113120;Закрытие
16.11.2018;113230;Закрытие
16.11.2018;113250;Закрытие
16.11.2018;113210;Закрытие
16.11.2018;113180;Закрытие
16.11.2018;113270;Закрытие
16.11.2018;113190;Закрытие
16.11.2018;113140;Закрытие
16.11.2018;113090;Закрытие
16.11.2018;113140;Закрытие
16.11.2018;113140;Закрытие
16.11.2018;113150;Закрытие
16.11.2018;113120;Закрытие
16.11.2018;113150;Закрытие
16.11.2018;113220;Закрытие
16.11.2018;113130;Закрытие
16.11.2018;113140;Закрытие
16.11.2018;113260;Закрытие
16.11.2018;113160;Закрытие
16.11.2018;113180;Закрытие
16.11.2018;113110;Закрытие
16.11.2018;113110;Закрытие
16.11.2018;113050;Закрытие
16.11.2018;113060;Закрытие
16.11.2018;113060;Закрытие
16.11.2018;113010;Закрытие
16.11.2018;113020;Закрытие
16.11.2018;113010;Закрытие
16.11.2018;113010;Закрытие
16.11.2018;113010;Закрытие
16.11.2018;113050;Закрытие
16.11.2018;113110;Закрытие
16.11.2018;113090;Закрытие
16.11.2018;113110;Закрытие
16.11.2018;113090;Закрытие
16.11.2018;113020;Закрытие
16.11.2018;113050;Закрытие
16.11.2018;113030;Закрытие
16.11.2018;113040;Закрытие
16.11.2018;113000;Закрытие
16.11.2018;112930;Закрытие
16.11.2018;112940;Закрытие
16.11.2018;112970;Закрытие
16.11.2018;112990;Закрытие
16.11.2018;112930;Закрытие
16.11.2018;112880;Закрытие
16.11.2018;112880;Закрытие
16.11.2018;112870;Закрытие
16.11.2018;112790;Закрытие
16.11.2018;112820;Закрытие
16.11.2018;112880;Закрытие
16.11.2018;112870;Закрытие
16.11.2018;112870;Закрытие
16.11.2018;112890;Закрытие
16.11.2018;112930;Закрытие
16.11.2018;112880;Закрытие
16.11.2018;112800;Закрытие
16.11.2018;112820;Закрытие
16.11.2018;112800;Закрытие
16.11.2018;112740;Закрытие
16.11.2018;112840;Закрытие
16.11.2018;112860;Закрытие
16.11.2018;112950;Закрытие
16.11.2018;112950;Закрытие
16.11.2018;112890;Закрытие
16.11.2018;112900;Закрытие
16.11.2018;112900;Закрытие
16.11.2018;112910;Закрытие
16.11.2018;112880;Закрытие
16.11.2018;112920;Закрытие
16.11.2018;112920;Закрытие
16.11.2018;112900;Закрытие
16.11.2018;112910;Закрытие
16.11.2018;112870;Закрытие
16.11.2018;112890;Закрытие
16.11.2018;112880;Закрытие
16.11.2018;112860;Закрытие
16.11.2018;112870;Закрытие
16.11.2018;112880;Закрытие
16.11.2018;112920;Закрытие
16.11.2018;112940;Закрытие
16.11.2018;112890;Закрытие
16.11.2018;112940;Закрытие
16.11.2018;112920;Закрытие
16.11.2018;112930;Закрытие
16.11.2018;112950;Закрытие
16.11.2018;112960;Закрытие
16.11.2018;113010;Закрытие
16.11.2018;112950;Закрытие
16.11.2018;112920;Закрытие
16.11.2018;112940;Закрытие
16.11.2018;112990;Закрытие
16.11.2018;112980;Закрытие
16.11.2018;112980;Закрытие
16.11.2018;112970;Закрытие
16.11.2018;113010;Закрытие
16.11.2018;113000;Закрытие
16.11.2018;112930;Закрытие
16.11.2018;112920;Закрытие
16.11.2018;112930;Закрытие
16.11.2018;112890;Закрытие
16.11.2018;112880;Закрытие
16.11.2018;112930;Закрытие
16.11.2018;113070;Закрытие
16.11.2018;113130;Закрытие
16.11.2018;113100;Закрытие
16.11.2018;113130;Закрытие
16.11.2018;113090;Закрытие
16.11.2018;113090;Закрытие
16.11.2018;113110;Закрытие
16.11.2018;113080;Закрытие
16.11.2018;113090;Закрытие
16.11.2018;113120;Закрытие
16.11.2018;113110;Закрытие
16.11.2018;113070;Закрытие
16.11.2018;113070;Закрытие
16.11.2018;113040;Закрытие
16.11.2018;113080;Закрытие
16.11.2018;113120;Закрытие
16.11.2018;113170;Закрытие
16.11.2018;113160;Закрытие
16.11.2018;113200;Закрытие
16.11.2018;113210;Закрытие
16.11.2018;113190;Закрытие
16.11.2018;113190;Закрытие
16.11.2018;113200;Закрытие
16.11.2018;113140;Закрытие
16.11.2018;113140;Закрытие
16.11.2018;113200;Закрытие
16.11.2018;113170;Закрытие
16.11.2018;113170;Закрытие
16.11.2018;113140;Закрытие
16.11.2018;113190;Закрытие
16.11.2018;113200;Закрытие
16.11.2018;113200;Закрытие
16.11.2018;113180;Закрытие
16.11.2018;113230;Закрытие
16.11.2018;113180;Закрытие
16.11.2018;113170;Закрытие
16.11.2018;113180;Закрытие
16.11.2018;113190;Закрытие
16.11.2018;113150;Закрытие
16.11.2018;113200;Закрытие
16.11.2018;113170;Закрытие
16.11.2018;113180;Закрытие
16.11.2018;113200;Закрытие
16.11.2018;113180;Закрытие
16.11.2018;113170;Закрытие
16.11.2018;113210;Закрытие
16.11.2018;113240;Закрытие
16.11.2018;113240;Закрытие
16.11.2018;113220;Закрытие
16.11.2018;113230;Закрытие
16.11.2018;113220;Закрытие
16.11.2018;113280;Закрытие
16.11.2018;113260;Закрытие
16.11.2018;113280;Закрытие
16.11.2018;113270;Закрытие
16.11.2018;113280;Закрытие
16.11.2018;113290;Закрытие
16.11.2018;113280;Закрытие
16.11.2018;113260;Закрытие
16.11.2018;113250;Закрытие
16.11.2018;113250;Закрытие
16.11.2018;113230;Закрытие
16.11.2018;113240;Закрытие
16.11.2018;113240;Закрытие
16.11.2018;113250;Закрытие
16.11.2018;113230;Закрытие
16.11.2018;113220;Закрытие
16.11.2018;113200;Закрытие
16.11.2018;113270;Закрытие
16.11.2018;113270;Закрытие
16.11.2018;113320;Закрытие
16.11.2018;113310;Закрытие
16.11.2018;113290;Закрытие
16.11.2018;113300;Закрытие
16.11.2018;113330;Закрытие
16.11.2018;113360;Закрытие
16.11.2018;113420;Закрытие
16.11.2018;113450;Закрытие
16.11.2018;113400;Закрытие
16.11.2018;113370;Закрытие
16.11.2018;113400;Закрытие
16.10.2018;115140;Максимум
16.10.2018;115020;Максимум
16.10.2018;114820;Максимум
16.10.2018;114730;Максимум
16.10.2018;114680;Максимум
16.10.2018;114710;Максимум
16.10.2018;114730;Максимум
16.10.2018;114550;Максимум
16.10.2018;114580;Максимум
16.10.2018;114540;Максимум
16.10.2018;114770;Максимум
16.10.2018;114810;Максимум
16.10.2018;114780;Максимум
16.10.2018;114710;Максимум
16.10.2018;114660;Максимум
16.10.2018;114640;Максимум
16.10.2018;114670;Максимум
16.10.2018;114800;Максимум
16.10.2018;114820;Максимум
16.10.2018;114840;Максимум
16.10.2018;114830;Максимум
16.10.2018;114890;Максимум
16.10.2018;114810;Максимум
16.10.2018;114780;Максимум
16.10.2018;114820;Максимум
16.10.2018;114830;Максимум
16.10.2018;114840;Максимум
16.10.2018;114890;Максимум
16.10.2018;114990;Максимум
16.10.2018;114960;Максимум
16.10.2018;114960;Максимум
16.10.2018;114970;Максимум
16.10.2018;114940;Максимум
16.10.2018;114930;Максимум
16.10.2018;114990;Максимум
16.10.2018;114980;Максимум
16.10.2018;114980;Максимум
16.10.2018;114970;Максимум
16.10.2018;114900;Максимум
16.10.2018;114960;Максимум
16.10.2018;115020;Максимум
16.10.2018;114960;Максимум
16.10.2018;114780;Максимум
16.10.2018;114720;Максимум
16.10.2018;114700;Максимум
16.10.2018;114760;Максимум
16.10.2018;114850;Максимум
16.10.2018;114850;Максимум
16.10.2018;114870;Максимум
16.10.2018;114840;Максимум
16.10.2018;114820;Максимум
16.10.2018;114790;Максимум
16.10.2018;114730;Максимум
16.10.2018;114740;Максимум
16.10.2018;114720;Максимум
16.10.2018;114680;Максимум
16.10.2018;114720;Максимум
16.10.2018;114710;Максимум
16.10.2018;114660;Максимум
16.10.2018;114670;Максимум
16.10.2018;114750;Максимум
16.10.2018;114720;Максимум
16.10.2018;114720;Максимум
16.10.2018;114670;Максимум
16.10.2018;114670;Максимум
16.10.2018;114670;Максимум
16.10.2018;114650;Максимум
16.10.2018;114750;Максимум
16.10.2018;114860;Максимум
16.10.2018;115040;Максимум
16.10.2018;114920;Максимум
16.10.2018;114870;Максимум
16.10.2018;114820;Максимум
16.10.2018;114790;Максимум
16.10.2018;114770;Максимум
16.10.2018;114790;Максимум
16.10.2018;114790;Максимум
16.10.2018;114800;Максимум
16.10.2018;114820;Максимум
16.10.2018;114830;Максимум
16.10.2018;114780;Максимум
16.10.2018;114730;Максимум
16.10.2018;114730;Максимум
16.10.2018;114840;Максимум
16.10.2018;114830;Максимум
16.10.2018;114870;Максимум
16.10.2018;114940;Максимум
16.10.2018;114920;Максимум
16.10.2018;114920;Максимум
16.10.2018;114890;Максимум
16.10.2018;114950;Максимум
16.10.2018;114940;Максимум
16.10.2018;114890;Максимум
16.10.2018;114880;Максимум
16.10.2018;114850;Максимум
16.10.2018;114790;Максимум
16.10.2018;114850;Максимум
16.10.2018;114880;Максимум
16.10.2018;114940;Максимум
16.10.2018;114960;Максимум
16.10.2018;114980;Максимум
16.10.2018;114960;Максимум
16.10.2018;114990;Максимум
16.10.2018;115000;Максимум
16.10.2018;114980;Максимум
16.10.2018;114980;Максимум
16.10.2018;114960;Максимум
16.10.2018;114960;Максимум
16.10.2018;115040;Максимум
16.10.2018;115110;Максимум
16.10.2018;115080;Максимум
16.10.2018;115100;Максимум
16.10.2018;115100;Максимум
16.10.2018;115260;Максимум
16.10.2018;115110;Максимум
16.10.2018;115060;Максимум
16.10.2018;115030;Максимум
16.10.2018;114950;Максимум
16.10.2018;114970;Максимум
16.10.2018;115080;Максимум
16.10.2018;115080;Максимум
16.10.2018;115040;Максимум
16.10.2018;114930;Максимум
16.10.2018;114900;Максимум
16.10.2018;114940;Максимум
16.10.2018;114860;Максимум
16.10.2018;114900;Максимум
16.10.2018;114890;Максимум
16.10.2018;114910;Максимум
16.10.2018;114890;Максимум
16.10.2018;114890;Максимум
16.10.2018;114930;Максимум
16.10.2018;114940;Максимум
16.10.2018;114890;Максимум
16.10.2018;114920;Максимум
16.10.2018;114990;Максимум
16.10.2018;115000;Максимум
16.10.2018;115070;Максимум
16.10.2018;115040;Максимум
16.10.2018;115130;Максимум
16.10.2018;115090;Максимум
16.10.2018;115090;Максимум
16.10.2018;115050;Максимум
16.10.2018;115000;Максимум
16.10.2018;114980;Максимум
16.10.2018;114980;Максимум
16.10.2018;115050;Максимум
16.10.2018;115050;Максимум
16.10.2018;115050;Максимум
16.10.2018;115040;Максимум
16.10.2018;115040;Максимум
16.10.2018;115000;Максимум
16.10.2018;114940;Максимум
16.10.2018;114950;Максимум
16.10.2018;114960;Максимум
16.10.2018;114950;Максимум
16.10.2018;114930;Максимум
16.10.2018;114900;Максимум
16.10.2018;114930;Максимум
16.10.2018;114930;Максимум
16.10.2018;114970;Максимум
16.10.2018;114980;Максимум
16.10.2018;114980;Максимум
16.10.2018;114950;Максимум
16.10.2018;114900;Максимум
16.10.2018;114890;Максимум
16.10.2018;114960;Максимум
16.10.2018;115050;Максимум
16.10.2018;115030;Максимум
16.10.2018;115020;Максимум
16.10.2018;115010;Максимум
16.10.2018;115050;Максимум
16.10.2018;115050;Максимум
16.10.2018;115000;Максимум
16.10.2018;114970;Максимум
16.10.2018;114970;Максимум
16.10.2018;115040;Максимум
16.10.2018;115000;Максимум
16.10.2018;115020;Максимум
16.10.2018;115010;Максимум
16.10.2018;115040;Максимум
16.10.2018;115010;Максимум
16.10.2018;114960;Максимум
16.10.2018;115000;Максимум
16.10.2018;115010;Максимум
16.10.2018;115050;Максимум
16.10.2018;114980;Максимум
16.10.2018;114940;Максимум
16.10.2018;114930;Максимум
16.10.2018;114950;Максимум
16.10.2018;114940;Максимум
16.10.2018;114870;Максимум
16.10.2018;114870;Максимум
16.10.2018;114820;Максимум
16.10.2018;114860;Максимум
16.10.2018;114830;Максимум
16.10.2018;114810;Максимум
16.10.2018;114800;Максимум
16.10.2018;114790;Максимум
16.10.2018;114810;Максимум
16.10.2018;114840;Максимум
16.10.2018;114850;Максимум
16.10.2018;114850;Максимум
16.10.2018;114880;Максимум
16.10.2018;114930;Максимум
16.10.2018;114910;Максимум
16.10.2018;114970;Максимум
16.10.2018;114930;Максимум
16.10.2018;114930;Максимум
16.10.2018;114940;Максимум
16.10.2018;114930;Максимум
16.10.2018;114890;Максимум
16.10.2018;114920;Максимум
16.10.2018;114890;Максимум
16.10.2018;114920;Максимум
16.10.2018;114920;Максимум
16.10.2018;114870;Максимум
16.10.2018;114840;Максимум
16.10.2018;114840;Максимум
16.10.2018;114820;Максимум
16.10.2018;114860;Максимум
16.10.2018;114870;Максимум
16.10.2018;114840;Максимум
16.10.2018;114850;Максимум
16.10.2018;114830;Максимум
16.10.2018;114870;Максимум
16.10.2018;114850;Максимум
16.10.2018;114800;Максимум
16.10.2018;114790;Максимум
16.10.2018;114780;Максимум
16.10.2018;114750;Максимум
16.10.2018;114700;Максимум
16.10.2018;114630;Максимум
16.10.2018;114650;Максимум
16.10.2018;114640;Максимум
16.10.2018;114630;Максимум
16.10.2018;114640;Максимум
16.10.2018;114640;Максимум
16.10.2018;114590;Максимум
16.10.2018;114580;Максимум
16.10.2018;114520;Максимум
16.10.2018;114560;Максимум
16.10.2018;114570;Максимум
16.10.2018;114670;Максимум
16.10.2018;114650;Максимум
16.10.2018;114690;Максимум
16.10.2018;114680;Максимум
16.10.2018;114630;Максимум
16.10.2018;114600;Максимум
16.10.2018;114590;Максимум
16.10.2018;114630;Максимум
16.10.2018;114630;Максимум
16.10.2018;114700;Максимум
16.10.2018;114710;Максимум
16.10.2018;114720;Максимум
16.10.2018;114700;Максимум
16.10.2018;114710;Максимум
16.10.2018;114650;Максимум
16.10.2018;114570;Максимум
16.10.2018;114570;Максимум
16.10.2018;114550;Максимум
16.10.2018;114510;Максимум
16.10.2018;114530;Максимум
16.10.2018;114550;Максимум
16.10.2018;114520;Максимум
16.10.2018;114420;Максимум
16.10.2018;114430;Максимум
16.10.2018;114460;Максимум
16.10.2018;114450;Максимум
16.10.2018;114420;Максимум
16.10.2018;114370;Максимум
16.10.2018;114380;Максимум
16.10.2018;114380;Максимум
16.10.2018;114400;Максимум
16.10.2018;114400;Максимум
16.10.2018;114400;Максимум
16.10.2018;114420;Максимум
16.10.2018;114450;Максимум
16.10.2018;114450;Максимум
16.10.2018;114510;Максимум
16.10.2018;114550;Максимум
16.10.2018;114500;Максимум
16.10.2018;114470;Максимум
16.10.2018;114410;Максимум
16.10.2018;114420;Максимум
16.10.2018;114420;Максимум
16.10.2018;114430;Максимум
16.10.2018;114440;Максимум
16.10.2018;114490;Максимум
16.10.2018;114480;Максимум
16.10.2018;114470;Максимум
16.10.2018;114490;Максимум
16.10.2018;114590;Максимум
16.10.2018;114600;Максимум
16.10.2018;114650;Максимум
16.10.2018;114680;Максимум
16.10.2018;114650;Максимум
16.10.2018;114610;Максимум
16.10.2018;114600;Максимум
16.10.2018;114620;Максимум
16.10.2018;114660;Максимум
16.10.2018;114700;Максимум
16.10.2018;114670;Максимум
16.10.2018;114690;Максимум
16.10.2018;114670;Максимум
16.10.2018;114800;Максимум
16.10.2018;114840;Максимум
16.10.2018;114820;Максимум
16.10.2018;114890;Максимум
16.10.2018;114840;Максимум
16.10.2018;114850;Максимум
16.10.2018;114840;Максимум
16.10.2018;114830;Максимум
16.10.2018;114840;Максимум
16.10.2018;114810;Максимум
16.10.2018;114810;Максимум
16.10.2018;114820;Максимум
16.10.2018;114840;Максимум
16.10.2018;114850;Максимум
16.10.2018;114810;Максимум
16.10.2018;114840;Максимум
16.10.2018;114840;Максимум
16.10.2018;114830;Максимум
16.10.2018;114820;Максимум
16.10.2018;114790;Максимум
16.10.2018;114940;Максимум
16.10.2018;114930;Максимум
16.10.2018;114880;Максимум
16.10.2018;114900;Максимум
16.10.2018;114890;Максимум
16.10.2018;114910;Максимум
16.10.2018;114900;Максимум
16.10.2018;114910;Максимум
16.10.2018;114910;Максимум
16.10.2018;114890;Максимум
16.10.2018;114860;Максимум
16.10.2018;114840;Максимум
16.10.2018;114800;Максимум
16.10.2018;114770;Максимум
16.10.2018;114780;Максимум
16.10.2018;114760;Максимум
16.10.2018;114710;Максимум
16.10.2018;114740;Максимум
16.10.2018;114820;Максимум
16.10.2018;114830;Максимум
16.10.2018;114820;Максимум
16.10.2018;114860;Максимум
16.10.2018;114850;Максимум
16.10.2018;115090;Максимум
16.10.2018;115050;Максимум
16.10.2018;115000;Максимум
16.10.2018;114970;Максимум
16.10.2018;114980;Максимум
16.10.2018;115000;Максимум
16.10.2018;114940;Максимум
16.10.2018;115070;Максимум
16.10.2018;115010;Максимум
16.10.2018;114990;Максимум
16.10.2018;114950;Максимум
16.10.2018;114960;Максимум
16.10.2018;114990;Максимум
16.10.2018;114990;Максимум
16.10.2018;114990;Максимум
16.10.2018;115000;Максимум
16.10.2018;115040;Максимум
16.10.2018;115080;Максимум
16.10.2018;115000;Максимум
16.10.2018;115020;Максимум
16.10.2018;115050;Максимум
16.10.2018;115150;Максимум
16.10.2018;115150;Максимум
16.10.2018;115060;Максимум
16.10.2018;115060;Максимум
16.10.2018;115050;Максимум
16.10.2018;115060;Максимум
16.10.2018;115050;Максимум
16.10.2018;115080;Максимум
16.10.2018;115180;Максимум
16.10.2018;115150;Максимум
16.10.2018;115220;Максимум
16.10.2018;115370;Максимум
16.10.2018;115240;Максимум
16.10.2018;115220;Максимум
16.10.2018;115180;Максимум
16.10.2018;115180;Максимум
16.10.2018;115150;Максимум
16.10.2018;115270;Максимум
16.10.2018;115260;Максимум
16.10.2018;115180;Максимум
16.10.2018;115130;Максимум
16.10.2018;115220;Максимум
16.10.2018;115140;Максимум
16.10.2018;115200;Максимум
16.10.2018;115180;Максимум
16.10.2018;115110;Максимум
16.10.2018;115190;Максимум
16.10.2018;115120;Максимум
16.10.2018;115100;Максимум
16.10.2018;115110;Максимум
16.10.2018;115100;Максимум
16.10.2018;115150;Максимум
16.10.2018;114970;Максимум
16.10.2018;114970;Максимум
16.10.2018;115020;Максимум
16.10.2018;114990;Максимум
16.10.2018;115020;Максимум
16.10.2018;114990;Максимум
16.10.2018;114930;Максимум
16.10.2018;114970;Максимум
16.10.2018;115020;Максимум
16.10.2018;115060;Максимум
16.10.2018;115160;Максимум
16.10.2018;115300;Максимум
16.10.2018;115230;Максимум
16.10.2018;115230;Максимум
16.10.2018;115350;Максимум
16.10.2018;115430;Максимум
16.10.2018;115440;Максимум
16.10.2018;115560;Максимум
16.10.2018;115570;Максимум
16.10.2018;115750;Максимум
16.10.2018;115740;Максимум
16.10.2018;115650;Максимум
16.10.2018;115700;Максимум
16.10.2018;115700;Максимум
16.10.2018;115660;Максимум
16.10.2018;115650;Максимум
16.10.2018;115670;Максимум
16.10.2018;115720;Максимум
16.10.2018;115640;Максимум
16.10.2018;115710;Максимум
16.10.2018;115680;Максимум
16.10.2018;115640;Максимум
16.10.2018;115660;Максимум
16.10.2018;115650;Максимум
16.10.2018;115690;Максимум
16.10.2018;115690;Максимум
16.10.2018;115780;Максимум
16.10.2018;115750;Максимум
16.10.2018;115780;Максимум
16.10.2018;115810;Максимум
16.10.2018;115830;Максимум
16.10.2018;115730;Максимум
16.10.2018;115760;Максимум
16.10.2018;115750;Максимум
16.10.2018;115690;Максимум
16.10.2018;115720;Максимум
16.10.2018;115750;Максимум
16.10.2018;115770;Максимум
16.10.2018;115690;Максимум
16.10.2018;115750;Максимум
16.10.2018;115730;Максимум
16.10.2018;115720;Максимум
16.10.2018;115750;Максимум
16.10.2018;115790;Максимум
16.10.2018;115830;Максимум
16.10.2018;115830;Максимум
16.10.2018;115910;Максимум
16.10.2018;115960;Максимум
16.10.2018;115990;Максимум
16.10.2018;115980;Максимум
16.10.2018;116030;Максимум
16.10.2018;115970;Максимум
16.10.2018;115980;Максимум
16.10.2018;115980;Максимум
16.10.2018;116020;Максимум
16.10.2018;116120;Максимум
16.10.2018;116150;Максимум
16.10.2018;116150;Максимум
16.10.2018;116230;Максимум
16.10.2018;116240;Максимум
16.10.2018;116280;Максимум
16.10.2018;116260;Максимум
16.10.2018;116300;Максимум
16.10.2018;116400;Максимум
16.10.2018;116440;Максимум
16.10.2018;116370;Максимум
16.10.2018;116440;Максимум
16.10.2018;116450;Максимум
16.10.2018;116400;Максимум
16.10.2018;116400;Максимум
16.10.2018;116430;Максимум
16.10.2018;116380;Максимум
16.10.2018;116360;Максимум
16.10.2018;116320;Максимум
16.10.2018;116320;Максимум
16.10.2018;116290;Максимум
16.10.2018;116290;Максимум
16.10.2018;116390;Максимум
16.10.2018;116400;Максимум
16.10.2018;116470;Максимум
16.10.2018;116440;Максимум
16.10.2018;116380;Максимум
16.10.2018;116430;Максимум
16.10.2018;116480;Максимум
16.10.2018;116680;Максимум
16.10.2018;116660;Максимум
16.10.2018;116660;Максимум
16.10.2018;116610;Максимум
16.10.2018;116650;Максимум
16.10.2018;116630;Максимум
16.10.2018;116580;Максимум
16.10.2018;116590;Максимум
16.10.2018;116580;Максимум
16.10.2018;116570;Максимум
16.10.2018;116580;Максимум
16.10.2018;116620;Максимум
16.10.2018;116650;Максимум
16.10.2018;116630;Максимум
16.10.2018;116650;Максимум
16.10.2018;116650;Максимум
16.10.2018;116650;Максимум
16.10.2018;116640;Максимум
16.10.2018;116590;Максимум
16.10.2018;116600;Максимум
16.10.2018;116610;Максимум
16.10.2018;116610;Максимум
16.10.2018;116670;Максимум
16.10.2018;116670;Максимум
16.10.2018;116740;Максимум
16.10.2018;116830;Максимум
16.10.2018;116760;Максимум
16.10.2018;116720;Максимум
16.10.2018;116800;Максимум
16.10.2018;116830;Максимум
16.10.2018;116780;Максимум
16.10.2018;116740;Максимум
16.10.2018;116800;Максимум
16.10.2018;116940;Максимум
16.10.2018;116940;Максимум
16.10.2018;116950;Максимум
16.10.2018;116990;Максимум
16.10.2018;116990;Максимум
16.10.2018;116880;Максимум
16.10.2018;116840;Максимум
16.10.2018;116810;Максимум
16.10.2018;116800;Максимум
16.10.2018;116780;Максимум
16.10.2018;116710;Максимум
16.10.2018;116700;Максимум
16.10.2018;116650;Максимум
16.10.2018;116640;Максимум
16.10.2018;116600;Максимум
16.10.2018;116590;Максимум
16.10.2018;116620;Максимум
16.10.2018;116650;Максимум
16.10.2018;116540;Максимум
16.10.2018;116510;Максимум
16.10.2018;116560;Максимум
16.10.2018;116550;Максимум
16.10.2018;116610;Максимум
16.10.2018;116590;Максимум
16.10.2018;116640;Максимум
16.10.2018;116610;Максимум
16.10.2018;116580;Максимум
16.10.2018;116600;Максимум
16.10.2018;116610;Максимум
16.10.2018;116640;Максимум
16.10.2018;116600;Максимум
16.10.2018;116550;Максимум
16.10.2018;116560;Максимум
16.10.2018;116590;Максимум
16.10.2018;116580;Максимум
16.10.2018;116600;Максимум
16.10.2018;116630;Максимум
16.10.2018;116610;Максимум
16.10.2018;116590;Максимум
16.10.2018;116610;Максимум
16.10.2018;116580;Максимум
16.10.2018;116590;Максимум
16.10.2018;116590;Максимум
16.10.2018;116570;Максимум
16.10.2018;116570;Максимум
16.10.2018;116620;Максимум
16.10.2018;116600;Максимум
16.10.2018;116600;Максимум
16.10.2018;116600;Максимум
16.10.2018;116590;Максимум
16.10.2018;116590;Максимум
16.10.2018;116590;Максимум
16.10.2018;116580;Максимум
16.10.2018;116620;Максимум
16.10.2018;116620;Максимум
16.10.2018;116620;Максимум
16.10.2018;116610;Максимум
16.10.2018;116620;Максимум
16.10.2018;116620;Максимум
16.10.2018;116620;Максимум
16.10.2018;116660;Максимум
16.10.2018;116660;Максимум
16.10.2018;116650;Максимум
16.10.2018;116620;Максимум
16.10.2018;116610;Максимум
16.10.2018;116610;Максимум
16.10.2018;116640;Максимум
16.10.2018;116650;Максимум
16.10.2018;116660;Максимум
16.10.2018;116680;Максимум
16.10.2018;116670;Максимум
16.10.2018;116700;Максимум
16.10.2018;116680;Максимум
16.10.2018;116730;Максимум
16.10.2018;116770;Максимум
16.10.2018;116800;Максимум
16.10.2018;116820;Максимум
16.10.2018;116790;Максимум
16.10.2018;116760;Максимум
16.10.2018;116740;Максимум
16.10.2018;116760;Максимум
16.10.2018;116790;Максимум
16.10.2018;116810;Максимум
16.10.2018;116860;Максимум
16.10.2018;116810;Максимум
16.10.2018;116840;Максимум
16.10.2018;116830;Максимум
16.10.2018;116820;Максимум
16.10.2018;116730;Максимум
16.10.2018;116750;Максимум
16.10.2018;116770;Максимум
16.10.2018;116780;Максимум
16.10.2018;116840;Максимум
16.10.2018;116870;Максимум
16.10.2018;116850;Максимум
16.10.2018;116860;Максимум
16.10.2018;116870;Максимум
16.10.2018;116850;Максимум
16.10.2018;116890;Максимум
16.10.2018;116870;Максимум
16.10.2018;116890;Максимум
16.10.2018;116910;Максимум
16.10.2018;116890;Максимум
16.10.2018;116850;Максимум
16.10.2018;116830;Максимум
16.10.2018;116830;Максимум
16.10.2018;116820;Максимум
16.10.2018;116780;Максимум
16.10.2018;116750;Максимум
16.10.2018;116740;Максимум
16.10.2018;116730;Максимум
16.10.2018;116740;Максимум
16.10.2018;116750;Максимум
16.10.2018;116730;Максимум
16.10.2018;116710;Максимум
16.10.2018;116730;Максимум
16.10.2018;116740;Максимум
16.10.2018;116760;Максимум
16.10.2018;116750;Максимум
16.10.2018;116750;Максимум
16.10.2018;116740;Максимум
16.10.2018;116800;Максимум
16.10.2018;116820;Максимум
16.10.2018;116790;Максимум
16.10.2018;116810;Максимум
16.10.2018;116820;Максимум
16.10.2018;116820;Максимум
16.10.2018;116820;Максимум
16.10.2018;116810;Максимум
16.10.2018;116770;Максимум
16.10.2018;116780;Максимум
16.10.2018;116790;Максимум
16.10.2018;116800;Максимум
16.10.2018;116820;Максимум
16.10.2018;116820;Максимум
16.10.2018;116780;Максимум
16.10.2018;116830;Максимум
16.10.2018;116820;Максимум
16.10.2018;116880;Максимум
16.10.2018;116830;Максимум
16.10.2018;116830;Максимум
16.10.2018;116800;Максимум
16.10.2018;116830;Максимум
16.10.2018;116840;Максимум
16.10.2018;116850;Максимум
